street_number,actual_street_name,Suburb,Borough,County,london_region,region,year,tenure_type,leasehold_unexpired_term,value,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
8,BYNE ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,LEASEHOLD,79,250,8,32,7.8125
4,FRANSFIELD GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,LEASEHOLD,45,155,6,28,5.535714286
105,HIGH STREET,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,500,,37,13.51351351
8,PEAK HILL AVENUE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,475,,40,11.875
46,ROWLAND GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,LEASEHOLD,53,125,5,24.7,5.060728745
221,SYDENHAM ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,450,,36,12.5
26,WELLS ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,450,,35,12.85714286
70,WELLS ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,LEASEHOLD,71,300,5.5,30,10
95,WELLS ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,990,,50,19.8
72,WEST HILL (SYDENHAM HIGH SCHOOLS FOR GIRLS),SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,LEASEHOLD,48,2020,20,200,10.1
30,WILLOW WALK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,150,,14.3,10.48951049
36,WILLOW WALK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1903,FREEHOLD,999,250,,20.8,12.01923077
41,KENT HOUSE ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1904,LEASEHOLD,59,155,8,35,4.428571429
58,NEWLANDS PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1904,LEASEHOLD,76,425,14,60,7.083333333
5,VENNER ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1904,LEASEHOLD,95,235,10,40,5.875
9,VENNER ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1904,FREEHOLD,999,360,,40,9
10,CATOR ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1905,LEASEHOLD,74,680,12.5,70,9.714285714
3,HILLCREST ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1905,LEASEHOLD,58,600,12.5,80,7.5
21,PROSPECT ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1905,FREEHOLD,999,270,,20.8,12.98076923
56,KIRKDALE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1906,FREEHOLD,999,970,,80,12.125
62,KIRKDALE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1906,LEASEHOLD,15,150,2,45,3.333333333
9,WEST HILL,SYDENHAM,Merton,Greater London,OUTER,Greater London,1906,FREEHOLD,999,2000,,170,11.76470588
34,DILLWYN ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,LEASEHOLD,75,80,4,22.1,3.619909502
49,HIGH STREET,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,LEASEHOLD,53,475,10,41.6,11.41826923
41,"KIRKDALE, ""SHANGHAI""",SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,LEASEHOLD,40,520,11.125,60,8.666666667
40,NEWLANDS PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,FREEHOLD,999,950,,,
16,SYDENHAM PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,LEASEHOLD,34,50,6.4,40,1.25
198,SYDENHAM ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,LEASEHOLD,54,200,8.5,40,5
5,TREDOWN ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1907,FREEHOLD,999,300,,30,10
17,TREDOWN ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1910,FREEHOLD,999,550,,,
2,BORDER CRESCENT,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,85,600,35,,
24,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,85,620,35,90,6.888888889
26,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,85,650,35,100,6.5
32,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,85,670,35,120,5.583333333
4,FAIRLAWN TERRACE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,63,475,8.5,40,11.875
70,NEWLAND'S PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,82,565,12.2,65,8.692307692
84,NEWLAND'S PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,82,550,12.5,65,8.461538462
13,PEAK HILL AVENUE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,FREEHOLD,999,460,,40,11.5
35,SILVERDALE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,71,200,32,85,2.352941177
18,VENNER ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1898,LEASEHOLD,80,375,10,42,8.928571429
6,BORDER CRESCENT,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,84,600,35,100,6
7,BORDER CRESCENT,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,84,500,35,,
9,HIGH STREET,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,FREEHOLD,999,,,70,
65,HIGH STREET,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,FREEHOLD,999,660,,50,13.2
52,SYDENHAM PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,FREEHOLD,999,600,,45,13.33333333
67,VENNER ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,80,250,7,36,6.944444444
145,VENNER ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,FREEHOLD,999,510,,40,12.75
54,WELLS ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,66,400,3,35,11.42857143
22,WEST HILL,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,48,760,10,75,10.13333333
52,WEST HILL,SYDENHAM,Merton,Greater London,OUTER,Greater London,1899,LEASEHOLD,52,675,15,70,9.642857143
6,ACACIA ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,53,125,5,,
39,CATOR ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,74,570,14.6625,65,8.769230769
47,CATOR ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,74,440,14.575,85,5.176470588
2,CRESCENT ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,38,,15.375,120,
74,KIRKDALE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,22,420,1,55,7.636363636
3,MYRTLE TERRACE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,50,150,3.333333333,,
8,NEWLANDS PARK,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,FREEHOLD,999,730,,55,13.27272727
25,RUSSELL STREET,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,FREEHOLD,999,200,,,
42,TEWKESBURY ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,70,650,13.2,100,6.5
37,TREWSBURY ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1900,LEASEHOLD,70,730,9,60,12.16666667
12,KENT HOUSE ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1908,LEASEHOLD,58,175,7,46.8,3.739316239
12,LINDEN GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1908,LEASEHOLD,74,180,5,33.8,5.325443787
33,MALTLAND ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1908,FREEHOLD,999,305,,32,9.53125
5,SYDENHAM AVENUE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1908,LEASEHOLD,75,360,25,90,4
60,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1909,LEASEHOLD,21,50,28,70,0.714285714
6,MYRTLE GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1909,FREEHOLD,999,100,,27.3,3.663003663
11,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1911,LEASEHOLD,58,325,14.575,,
58,LONGTON GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1911,LEASEHOLD,40,450,20,90,5
7,STUDLAND ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1911,LEASEHOLD,91,225,5.5,28,8.035714286
2,CHAMPION CRESCENT,SYDENHAM,Merton,Greater London,OUTER,Greater London,1912,LEASEHOLD,66,75,6.3,33.8,2.218934911
5,KINVER ROAD NORTH,SYDENHAM,Merton,Greater London,OUTER,Greater London,1912,LEASEHOLD,71,130,5.5,,
66,LONGTON GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1912,LEASEHOLD,30,34,9.5,,
2,SILVER (CLUB),SYDENHAM,Merton,Greater London,OUTER,Greater London,1912,FREEHOLD,999,560,,60,9.333333333
16,GIRTON ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1913,LEASEHOLD,89,230,5.5,26,8.846153846
42,LONGTON GROVE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1913,LEASEHOLD,38,140,15,60,2.333333333
32,SILVERDALE,SYDENHAM,Merton,Greater London,OUTER,Greater London,1913,FREEHOLD,999,380,,65,5.846153846
26,CRYSTAL PALACE PARK ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1914,LEASEHOLD,69,125,35,,
170,SYDENHAM ROAD,SYDENHAM,Merton,Greater London,OUTER,Greater London,1914,LEASEHOLD,52,150,10,38,3.947368421
2,MITRE COURT,TEMPLE,City of,Greater London,INNER,Greater London,1899,FREEHOLD,999,,,212,
10,BELL YARD,TEMPLE BAR,Westmin,Greater London,INNER,Greater London,1900,FREEHOLD,999,,,,
17,DOCK ROAD,TIDAL BASIN,Newham,Greater London,INNER,Greater London,1902,FREEHOLD,999,250,,,
10,TIDAL BASIN ROAD,TIDAL BASIN,Newham,Greater London,INNER,Greater London,1902,FREEHOLD,999,600,,,
35,TOLLINGTON PARK,TOLLINGTON PARK,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,16,104,14,,
67,CHESTNUT ROAD,TOOTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,295,,28.6,10.31468532
40,CHURCH ROAD,TOOTENHAM,Haringe,Greater London,OUTER,Greater London,1899,FREEHOLD,999,240,,23.4,10.25641026
31,HENRY ROAD,TOOTENHAM,Haringe,Greater London,OUTER,Greater London,1899,LEASEHOLD,68,145,3.15,18.2,7.967032967
1,SELKIRK ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1895,LEASEHOLD,83,120,9,,
3,SELKIRK ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1895,LEASEHOLD,83,115,9,28.6,4.020979021
100,TREVALYAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1895,LEASEHOLD,83,175,4.5,27,6.481481482
9,GLENBURNIE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1896,FREEHOLD,999,430,,30,14.33333333
13,GLENBURNIE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1896,FREEHOLD,999,510,,35,14.57142857
119,ST. JAMES ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1896,FREEHOLD,999,500,,45,11.11111111
71,CLOUDESDALE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1897,LEASEHOLD,93,430,6.5,40,10.75
9,BICKERSTETH ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1901,FREEHOLD,999,290,,,
45,HIGH STREET,TOOTING,Wandswo,Greater London,INNER,Greater London,1901,FREEHOLD,999,970,,45,21.55555556
166,HIGH STREET,TOOTING,Wandswo,Greater London,INNER,Greater London,1901,LEASEHOLD,67,230,7,32,7.1875
42,ELMFIELD ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1902,LEASEHOLD,88,425,6.5,45,9.444444444
45,TOOTING GROVE,TOOTING,Wandswo,Greater London,INNER,Greater London,1902,FREEHOLD,999,225,,23.4,9.615384615
2,CHETWODE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1903,LEASEHOLD,76,270,6.625,39,6.923076923
3,FRANCISCAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1903,FREEHOLD,999,490,,40,12.25
97,TREVELYAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1903,LEASEHOLD,73,200,4,28.6,6.993006993
42,VANT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1903,LEASEHOLD,74,200,6,30,6.666666667
70,BRIGHTWELL CRESCENT,TOOTING,Wandswo,Greater London,INNER,Greater London,1904,FREEHOLD,999,360,,28.6,12.58741259
100,UPPER TOOTING ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1904,LEASEHOLD,77,900,,,
32,DEFOE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1905,LEASEHOLD,63,330,6.5,36,9.166666667
27,SELKIRK ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1905,LEASEHOLD,73,250,6,28.6,8.741258741
15,STREATHBOURNE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1905,LEASEHOLD,85,505,9,55,9.181818182
1b,COWICK ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1906,LEASEHOLD,96,195,6,42.9,4.545454546
2,FOULSER ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1906,LEASEHOLD,77,455,9,48,9.479166667
6,LONGLEY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1906,LEASEHOLD,77,500,10,50,10
56,TRINITY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1906,LEASEHOLD,73,315,10,35,9
73,GASSIOTT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1907,LEASEHOLD,96,220,5.25,30,7.333333333
169,LONGLEY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1907,FREEHOLD,999,405,,35,11.57142857
72,"RITHERDON ROAD, UPPER TOOTING",TOOTING,Wandswo,Greater London,INNER,Greater London,1907,LEASEHOLD,,525,9.75,55,9.545454546
87,RITHERDON ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1907,LEASEHOLD,83,490,9.75,55,8.909090909
130,UPPER TOOTING ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1907,LEASEHOLD,89,1360,12,105,12.95238095
43,HEREWARD ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1910,FREEHOLD,999,220,,26,8.461538462
34,HURON ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1910,LEASEHOLD,88,450,8.4,,
192,TRINITY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1910,LEASEHOLD,51,400,8.4,60,6.666666667
6,ALDIS TERRACE,TOOTING,Wandswo,Greater London,INNER,Greater London,1898,LEASEHOLD,69,100,7,20,5
71,DEFOE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1898,LEASEHOLD,79,280,5,24,11.66666667
70,RITHERTON ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1898,LEASEHOLD,92,615,9.75,60,10.25
13,SELKIRK ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1898,LEASEHOLD,80,275,8,30,9.166666667
15,CHETWODE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,80,270,6.5,39,6.923076923
51,DEFOE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,79,175,5,26,6.730769231
19,STREATHBOURNE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,91,610,8.5,52.5,11.61904762
26,STREATHBOURNE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,91,560,9,55,10.18181818
40,TRINITY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,80,350,10,50,7
50,VANT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,81,205,5,24,8.541666667
54,VANT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1899,LEASEHOLD,79,200,5,23,8.695652174
9,ALBERT TERRACE,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,67,235,0.15,,
51,BEECHEROFT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,65,230,4.75,,
24,CHESTWOOD ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,79,280,6.5,27,10.37037037
23,DAFFORNE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,82,395,9,40,9.875
22,LONGLEY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,FREEHOLD,999,750,,60,12.5
11,ROSS TERRACE,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,96,250,6,35,7.142857143
12,ST. CYPRIAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1900,LEASEHOLD,96,260,6,,
284,BALHAM HIGH ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1908,FREEHOLD,999,2000,,,
65,FRANCISCAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1908,LEASEHOLD,84,345,8,42,8.214285714
79,LONGLEY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1908,LEASEHOLD,70,230,0,25,9.2
83,RITHERDON ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1908,LEASEHOLD,82,350,9.75,55,6.363636364
126,UPPER TOOTING ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1908,LEASEHOLD,88,1600,13,131.25,12.19047619
1,CHERTSEY STREET,TOOTING,Wandswo,Greater London,INNER,Greater London,1909,LEASEHOLD,95,340,8,40,8.5
16,GOSSIOTT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1909,LEASEHOLD,94,240,5.25,36.4,6.593406593
49,"SELKIRK ROAD, ""ROSE COTTAGE""",TOOTING,Wandswo,Greater London,INNER,Greater London,1909,FREEHOLD,999,445,,32,13.90625
2,BRUCE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1911,FREEHOLD,999,285,,27.3,10.43956044
172,FRANCISCAN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1911,LEASEHOLD,92,220,6.5,32,6.875
107,RITHERDON ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1911,LEASEHOLD,79,450,9.45,,
34,TOOTERDOWN STREET,TOOTING,Wandswo,Greater London,INNER,Greater London,1911,FREEHOLD,999,220,,,
61,VANT ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1912,FREEHOLD,999,273,,33.3,8.198198198
11,DAFFORNE ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,68,150,11.55,,
70,ESWYN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,90,190,5,,
2,GOLF PALACE,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,FREEHOLD,999,275,,39,7.051282051
16,GRAVENEY ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,64,90,5,26,3.461538462
76,LUCIEN ROAD,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,FREEHOLD,999,265,,35,7.571428571
70,UNDINE STREET,TOOTING,Wandswo,Greater London,INNER,Greater London,1914,LEASEHOLD,88,350,8,42,8.333333333
5,ASHMOUNT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,365,,34,10.73529412
2,DAWLISH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,73,140,6,28,5
47,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,140,6,26,5.384615385
62,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,135,5.25,31.2,4.326923077
68,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,140,5.25,31.2,4.487179487
70,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,150,5.5,31.2,4.807692308
87,GROVE PARK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,145,6,28.6,5.06993007
8,HENRIETTA ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,74,80,6.5,23.4,3.418803419
348,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,500,,55,9.090909091
4,HOUGHTON ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,81,155,6,24,6.458333333
176,MARKFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,205,,25,8.2
169,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,66,100,4.75,19.5,5.128205128
195,PARK LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,66,100,4.75,19.5,5.128205128
1,ROYAL TERRACE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,84,200,7.35,28.6,6.993006993
50,STAMFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,63,125,4.5,,
74,SUMMERHILL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,410,,24,17.08333333
79,SUMMERHILL ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,255,,,
28,VICARAGE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,235,,26,9.038461539
4,WAKEFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,290,,26,11.15384615
6,WAKEFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,330,,35,9.428571429
8,WAKEFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,300,,33.8,8.875739645
10,WAKEFIELD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,460,,30,15.33333333
5,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,85,530,7.5,,
39,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,85,475,7.5,40,11.875
181,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,87,210,5,32.5,6.461538462
364,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,LEASEHOLD,73,220,5.25,32.5,6.769230769
62,WILLOUGHBY LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1895,FREEHOLD,999,240,,27.5,8.727272727
53,ASPLIN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,325,,26.5,12.26415094
22,BEAUFORT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,91,165,4.5,24.7,6.680161943
10a,BRUNSWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,280,,28.6,9.79020979
40,CHARLES TERRACE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,265,,26,10.19230769
40,CHARLES TERRACE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,250,,26,9.615384615
38,CHESTNUT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,295,,28.6,10.31468532
23,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,81,195,6.5,26,7.5
4,PEMBROKE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,430,,,
235,PHILIP LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,FREEHOLD,999,400,,,
40,PORTLAND ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,80,190,6,,
25,ST. PAUL'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,82,150,5,,
46,THE CRESCENT,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,63,155,5,31.2,4.967948718
12,WAVERLY ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,66,105,4.75,16,6.5625
81,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,80,285,9,36,7.916666667
430,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,81,500,12,50,10
36,WINGMORE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1896,LEASEHOLD,80,265,6,28,9.464285714
20,BELMONT ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,80,550,11,,
2,DAWLISH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,71,200,6,28,7.142857143
420,HIGH ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,COPYHOLD,,670,,30,22.33333333
20,HIGHWEEK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,81,170,4.5,27.3,6.227106227
7,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,80,195,5.5,31.2,6.25
27,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,80,200,6.5,32,6.25
31,LANGHAM ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,80,275,8.5,36,7.638888889
4,ST. PAUL'S ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,FREEHOLD,999,455,,,
72,WELLBOURNE ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,80,295,6,32,9.21875
235,WEST GREEN ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1897,LEASEHOLD,26,250,10.5,,
55,BROAD LANE,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,77,200,9,30,6.666666667
10a,BRUNSWICK ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,FREEHOLD,999,325,,36.4,8.928571429
29,CARLINGFORD ROAD,TOTTENHAM,Haringe,Greater London,OUTER,Greater London,1901,LEASEHOLD,89,320,5.5,32,10
